year,month,stateid,price,price-units
12,2023,HI,0.0,cents per kilowatt-hour
12,2023,ID,11.53,cents per kilowatt-hour
12,2023,ID,0.0,cents per kilowatt-hour
12,2023,IL,14.84,cents per kilowatt-hour
12,2023,IL,7.29,cents per kilowatt-hour
12,2023,IN,14.58,cents per kilowatt-hour
12,2023,IN,11.56,cents per kilowatt-hour
12,2023,IA,11.95,cents per kilowatt-hour
12,2023,IA,0.0,cents per kilowatt-hour
12,2023,KS,12.72,cents per kilowatt-hour
12,2023,KS,0.0,cents per kilowatt-hour
12,2023,KY,12.34,cents per kilowatt-hour
12,2023,KY,0.0,cents per kilowatt-hour
12,2023,LA,11.21,cents per kilowatt-hour
12,2023,LA,11.22,cents per kilowatt-hour
12,2023,ME,27.99,cents per kilowatt-hour
12,2023,ME,0.0,cents per kilowatt-hour
12,2023,MD,17.46,cents per kilowatt-hour
10,2023,WY,12.49,cents per kilowatt-hour
10,2023,WY,0.0,cents per kilowatt-hour
10,2023,NEW,28.05,cents per kilowatt-hour
10,2023,NEW,10.94,cents per kilowatt-hour
10,2023,MAT,19.67,cents per kilowatt-hour
10,2023,MAT,14.21,cents per kilowatt-hour
10,2023,ENC,16.51,cents per kilowatt-hour
10,2023,ENC,7.35,cents per kilowatt-hour
10,2023,WNC,13.22,cents per kilowatt-hour
10,2023,WNC,12.44,cents per kilowatt-hour
10,2023,SAT,15.0,cents per kilowatt-hour
10,2023,SAT,10.25,cents per kilowatt-hour
10,2023,ESC,13.48,cents per kilowatt-hour
10,2023,ESC,0.0,cents per kilowatt-hour
10,2023,WSC,14.18,cents per kilowatt-hour
10,2023,WSC,7.34,cents per kilowatt-hour
09,2023,LA,11.42,cents per kilowatt-hour
09,2023,LA,10.52,cents per kilowatt-hour
09,2023,ME,26.79,cents per kilowatt-hour
09,2023,ME,0.0,cents per kilowatt-hour
09,2023,MD,16.95,cents per kilowatt-hour
09,2023,MD,11.44,cents per kilowatt-hour
09,2023,MA,28.18,cents per kilowatt-hour
09,2023,MA,6.79,cents per kilowatt-hour
09,2023,MI,19.49,cents per kilowatt-hour
09,2023,MI,13.71,cents per kilowatt-hour
09,2023,MN,15.44,cents per kilowatt-hour
09,2023,MN,12.53,cents per kilowatt-hour
01,2023,NJ,16.89,cents per kilowatt-hour
01,2023,NJ,14.36,cents per kilowatt-hour
11,2023,MAT,14.82,cents per kilowatt-hour
11,2023,ENC,16.18,cents per kilowatt-hour
11,2023,ENC,5.94,cents per kilowatt-hour
11,2023,WNC,12.67,cents per kilowatt-hour
11,2023,WNC,10.47,cents per kilowatt-hour
11,2023,SAT,14.54,cents per kilowatt-hour
11,2023,SAT,10.21,cents per kilowatt-hour
11,2023,ESC,13.53,cents per kilowatt-hour
11,2023,ESC,0.0,cents per kilowatt-hour
01,2023,NM,13.27,cents per kilowatt-hour
01,2023,NM,0.0,cents per kilowatt-hour
01,2023,NY,23.62,cents per kilowatt-hour
01,2023,NY,14.75,cents per kilowatt-hour
01,2023,NC,12.37,cents per kilowatt-hour
01,2023,NC,7.69,cents per kilowatt-hour
11,2023,WSC,13.86,cents per kilowatt-hour
11,2023,WSC,7.77,cents per kilowatt-hour
11,2023,MTN,13.85,cents per kilowatt-hour
11,2023,MTN,12.57,cents per kilowatt-hour
11,2023,PACC,21.57,cents per kilowatt-hour
11,2023,PACC,13.17,cents per kilowatt-hour
11,2023,PACN,35.06,cents per kilowatt-hour
11,2023,PACN,0.0,cents per kilowatt-hour
11,2023,US,16.19,cents per kilowatt-hour
11,2023,US,12.6,cents per kilowatt-hour
05,2023,AZ,14.3,cents per kilowatt-hour
05,2023,AZ,10.45,cents per kilowatt-hour
05,2023,AR,12.32,cents per kilowatt-hour
05,2023,AR,15.12,cents per kilowatt-hour
05,2023,CA,29.82,cents per kilowatt-hour
05,2023,CA,13.12,cents per kilowatt-hour
05,2023,CO,14.34,cents per kilowatt-hour
05,2023,CO,11.3,cents per kilowatt-hour
06,2023,ME,27.56,cents per kilowatt-hour
06,2023,ME,0.0,cents per kilowatt-hour
06,2023,MD,17.0,cents per kilowatt-hour
06,2023,MD,11.16,cents per kilowatt-hour
06,2023,MA,27.52,cents per kilowatt-hour
06,2023,MA,7.28,cents per kilowatt-hour
06,2023,MI,19.38,cents per kilowatt-hour
06,2023,MI,13.85,cents per kilowatt-hour
06,2023,MN,15.68,cents per kilowatt-hour
06,2023,MN,13.9,cents per kilowatt-hour
05,2023,CT,31.36,cents per kilowatt-hour
05,2023,CT,16.12,cents per kilowatt-hour
05,2023,DE,16.62,cents per kilowatt-hour
05,2023,DE,0.0,cents per kilowatt-hour
05,2023,DC,17.09,cents per kilowatt-hour
05,2023,DC,10.39,cents per kilowatt-hour
05,2023,FL,15.09,cents per kilowatt-hour
05,2023,FL,11.49,cents per kilowatt-hour
06,2023,MS,13.27,cents per kilowatt-hour
06,2023,MS,0.0,cents per kilowatt-hour
06,2023,MO,14.1,cents per kilowatt-hour
06,2023,MO,9.7,cents per kilowatt-hour
06,2023,MT,13.16,cents per kilowatt-hour
06,2023,MT,0.0,cents per kilowatt-hour
10,2023,MTN,13.86,cents per kilowatt-hour
10,2023,MTN,12.92,cents per kilowatt-hour
01,2024,IN,14.0,cents per kilowatt-hour
01,2024,IN,11.86,cents per kilowatt-hour
01,2024,IA,11.85,cents per kilowatt-hour
01,2024,IA,0.0,cents per kilowatt-hour
01,2024,KS,13.04,cents per kilowatt-hour
01,2024,KS,0.0,cents per kilowatt-hour
01,2024,KY,12.51,cents per kilowatt-hour
01,2024,KY,0.0,cents per kilowatt-hour
01,2024,LA,10.82,cents per kilowatt-hour
10,2023,PACC,23.84,cents per kilowatt-hour
10,2023,PACC,14.42,cents per kilowatt-hour
10,2023,PACN,35.18,cents per kilowatt-hour
10,2023,PACN,0.0,cents per kilowatt-hour
12,2023,MD,11.7,cents per kilowatt-hour
12,2023,MA,28.94,cents per kilowatt-hour
12,2023,MA,6.94,cents per kilowatt-hour
12,2023,MI,18.7,cents per kilowatt-hour
12,2023,MI,13.68,cents per kilowatt-hour
12,2023,MN,14.09,cents per kilowatt-hour
12,2023,MN,10.52,cents per kilowatt-hour
12,2023,MS,13.06,cents per kilowatt-hour
12,2023,MS,0.0,cents per kilowatt-hour
12,2023,MO,11.33,cents per kilowatt-hour
12,2023,MO,8.63,cents per kilowatt-hour
11,2023,NH,25.58,cents per kilowatt-hour
11,2023,NH,0.0,cents per kilowatt-hour
11,2023,NJ,17.47,cents per kilowatt-hour
11,2023,NJ,11.59,cents per kilowatt-hour
01,2024,LA,10.48,cents per kilowatt-hour
08,2023,SD,13.07,cents per kilowatt-hour
08,2023,SD,0.0,cents per kilowatt-hour
08,2023,TN,11.93,cents per kilowatt-hour
08,2023,TN,0.0,cents per kilowatt-hour
08,2023,TX,14.17,cents per kilowatt-hour
08,2023,TX,6.75,cents per kilowatt-hour
08,2023,UT,11.67,cents per kilowatt-hour
08,2023,UT,12.32,cents per kilowatt-hour
08,2023,VT,20.47,cents per kilowatt-hour
08,2023,VT,0.0,cents per kilowatt-hour
08,2023,VA,13.85,cents per kilowatt-hour
08,2023,VA,10.36,cents per kilowatt-hour
08,2023,WA,11.14,cents per kilowatt-hour
08,2023,WA,10.19,cents per kilowatt-hour
08,2023,WV,14.2,cents per kilowatt-hour
08,2023,WV,0.0,cents per kilowatt-hour
08,2023,WI,17.19,cents per kilowatt-hour
08,2023,WI,18.57,cents per kilowatt-hour
08,2023,WY,12.45,cents per kilowatt-hour
08,2023,WY,0.0,cents per kilowatt-hour
02,2023,WSC,13.89,cents per kilowatt-hour
02,2023,WSC,7.35,cents per kilowatt-hour
02,2023,MTN,13.0,cents per kilowatt-hour
02,2023,MTN,12.94,cents per kilowatt-hour
02,2023,PACC,19.38,cents per kilowatt-hour
02,2023,PACC,11.8,cents per kilowatt-hour
02,2023,PACN,34.05,cents per kilowatt-hour
02,2023,PACN,0.0,cents per kilowatt-hour
02,2023,US,15.98,cents per kilowatt-hour
02,2023,US,13.14,cents per kilowatt-hour
04,2023,AL,14.54,cents per kilowatt-hour
04,2023,AL,0.0,cents per kilowatt-hour
04,2023,AK,23.44,cents per kilowatt-hour
04,2023,AK,0.0,cents per kilowatt-hour
04,2023,AZ,14.12,cents per kilowatt-hour
04,2023,AZ,9.28,cents per kilowatt-hour
08,2023,ME,25.37,cents per kilowatt-hour
08,2023,ME,0.0,cents per kilowatt-hour
08,2023,MD,16.39,cents per kilowatt-hour
08,2023,MD,11.17,cents per kilowatt-hour
08,2023,MA,28.02,cents per kilowatt-hour
08,2023,MA,6.75,cents per kilowatt-hour
08,2023,MI,19.57,cents per kilowatt-hour
01,2023,ND,9.95,cents per kilowatt-hour
01,2023,ND,0.0,cents per kilowatt-hour
01,2023,OH,14.3,cents per kilowatt-hour
01,2023,OH,5.51,cents per kilowatt-hour
04,2023,RI,23.54,cents per kilowatt-hour
04,2023,RI,16.69,cents per kilowatt-hour
04,2023,SC,13.9,cents per kilowatt-hour
04,2023,SC,0.0,cents per kilowatt-hour
04,2023,SD,11.92,cents per kilowatt-hour
04,2023,SD,0.0,cents per kilowatt-hour
04,2023,TN,11.86,cents per kilowatt-hour
04,2023,TN,0.0,cents per kilowatt-hour
04,2023,TX,14.36,cents per kilowatt-hour
04,2023,TX,7.14,cents per kilowatt-hour
04,2023,UT,10.84,cents per kilowatt-hour
04,2023,UT,12.2,cents per kilowatt-hour
04,2023,VT,20.75,cents per kilowatt-hour
10,2023,OK,13.04,cents per kilowatt-hour
10,2023,OK,0.0,cents per kilowatt-hour
10,2023,OR,13.29,cents per kilowatt-hour
10,2023,OR,11.66,cents per kilowatt-hour
10,2023,PA,18.44,cents per kilowatt-hour
10,2023,PA,10.83,cents per kilowatt-hour
10,2023,RI,30.08,cents per kilowatt-hour
10,2023,RI,17.42,cents per kilowatt-hour
10,2023,SC,14.0,cents per kilowatt-hour
10,2023,SC,0.0,cents per kilowatt-hour
10,2023,SD,13.05,cents per kilowatt-hour
10,2023,SD,0.0,cents per kilowatt-hour
03,2023,PACC,21.13,cents per kilowatt-hour
03,2023,PACC,11.63,cents per kilowatt-hour
03,2023,PACN,34.25,cents per kilowatt-hour
03,2023,PACN,0.0,cents per kilowatt-hour
03,2023,US,16.04,cents per kilowatt-hour
03,2023,US,12.28,cents per kilowatt-hour
12,2023,AL,14.16,cents per kilowatt-hour
12,2023,AL,0.0,cents per kilowatt-hour
12,2023,AK,24.22,cents per kilowatt-hour
12,2023,AK,0.0,cents per kilowatt-hour
05,2023,GA,13.96,cents per kilowatt-hour
05,2023,GA,5.94,cents per kilowatt-hour
05,2023,HI,42.26,cents per kilowatt-hour
05,2023,HI,0.0,cents per kilowatt-hour
10,2023,TN,12.49,cents per kilowatt-hour
10,2023,TN,0.0,cents per kilowatt-hour
10,2023,TX,14.89,cents per kilowatt-hour
10,2023,TX,7.17,cents per kilowatt-hour
10,2023,UT,11.23,cents per kilowatt-hour
10,2023,UT,12.32,cents per kilowatt-hour
10,2023,VT,22.11,cents per kilowatt-hour
10,2023,VT,0.0,cents per kilowatt-hour
10,2023,VA,14.16,cents per kilowatt-hour
05,2023,ID,10.72,cents per kilowatt-hour
05,2023,ID,0.0,cents per kilowatt-hour
05,2023,IL,17.86,cents per kilowatt-hour
05,2023,IL,7.25,cents per kilowatt-hour
05,2023,IN,15.12,cents per kilowatt-hour
05,2023,IN,0.0,cents per kilowatt-hour
05,2023,IA,14.29,cents per kilowatt-hour
05,2023,IA,0.0,cents per kilowatt-hour
05,2023,KS,13.86,cents per kilowatt-hour
05,2023,KS,0.0,cents per kilowatt-hour
05,2023,KY,12.69,cents per kilowatt-hour
05,2023,KY,0.0,cents per kilowatt-hour
05,2023,LA,11.72,cents per kilowatt-hour
05,2023,LA,11.47,cents per kilowatt-hour
05,2023,ME,29.19,cents per kilowatt-hour
05,2023,ME,0.0,cents per kilowatt-hour
05,2023,MD,16.08,cents per kilowatt-hour
05,2023,MD,11.33,cents per kilowatt-hour
05,2023,MA,29.39,cents per kilowatt-hour
05,2023,MA,7.51,cents per kilowatt-hour
05,2023,MI,18.7,cents per kilowatt-hour
05,2023,MI,14.07,cents per kilowatt-hour
08,2023,MI,14.12,cents per kilowatt-hour
08,2023,MN,15.61,cents per kilowatt-hour
06,2023,AL,14.67,cents per kilowatt-hour
06,2023,AL,0.0,cents per kilowatt-hour
06,2023,AK,24.79,cents per kilowatt-hour
06,2023,AK,0.0,cents per kilowatt-hour
06,2023,AZ,14.28,cents per kilowatt-hour
06,2023,AZ,11.46,cents per kilowatt-hour
06,2023,AR,12.46,cents per kilowatt-hour
06,2023,AR,16.8,cents per kilowatt-hour
06,2023,CA,31.24,cents per kilowatt-hour
06,2023,CA,11.85,cents per kilowatt-hour
06,2023,CO,14.63,cents per kilowatt-hour
06,2023,CO,14.98,cents per kilowatt-hour
06,2023,CT,31.85,cents per kilowatt-hour
06,2023,CT,16.63,cents per kilowatt-hour
08,2023,MN,13.4,cents per kilowatt-hour
08,2023,MS,12.7,cents per kilowatt-hour
08,2023,MS,0.0,cents per kilowatt-hour
08,2023,MO,14.25,cents per kilowatt-hour
08,2023,MO,12.18,cents per kilowatt-hour
08,2023,MT,12.93,cents per kilowatt-hour
08,2023,MT,0.0,cents per kilowatt-hour
08,2023,NE,12.19,cents per kilowatt-hour
08,2023,NE,0.0,cents per kilowatt-hour
08,2023,NV,16.48,cents per kilowatt-hour
08,2023,NV,12.87,cents per kilowatt-hour
08,2023,NH,26.13,cents per kilowatt-hour
08,2023,NH,0.0,cents per kilowatt-hour
08,2023,NJ,18.51,cents per kilowatt-hour
08,2023,NJ,12.18,cents per kilowatt-hour
08,2023,NM,14.41,cents per kilowatt-hour
08,2023,NM,0.0,cents per kilowatt-hour
08,2023,NY,22.26,cents per kilowatt-hour
08,2023,NY,16.34,cents per kilowatt-hour
08,2023,NC,12.7,cents per kilowatt-hour
08,2023,NC,9.43,cents per kilowatt-hour
06,2023,DE,15.99,cents per kilowatt-hour
06,2023,DE,0.0,cents per kilowatt-hour
06,2023,DC,16.55,cents per kilowatt-hour
06,2023,DC,9.04,cents per kilowatt-hour
06,2023,FL,15.23,cents per kilowatt-hour
06,2023,FL,11.27,cents per kilowatt-hour
06,2023,GA,14.59,cents per kilowatt-hour
06,2023,GA,7.57,cents per kilowatt-hour
06,2023,HI,41.74,cents per kilowatt-hour
06,2023,HI,0.0,cents per kilowatt-hour
06,2023,ID,11.71,cents per kilowatt-hour
06,2023,ID,0.0,cents per kilowatt-hour
06,2023,IL,15.08,cents per kilowatt-hour
06,2023,IL,7.14,cents per kilowatt-hour
06,2023,IN,14.67,cents per kilowatt-hour
06,2023,IN,11.56,cents per kilowatt-hour
06,2023,IA,15.11,cents per kilowatt-hour
06,2023,IA,0.0,cents per kilowatt-hour
06,2023,KS,13.33,cents per kilowatt-hour
06,2023,KS,0.0,cents per kilowatt-hour
06,2023,KY,12.65,cents per kilowatt-hour
06,2023,KY,0.0,cents per kilowatt-hour
08,2023,ND,12.55,cents per kilowatt-hour
08,2023,ND,0.0,cents per kilowatt-hour
08,2023,OH,15.63,cents per kilowatt-hour
08,2023,OH,6.34,cents per kilowatt-hour
08,2023,OK,13.1,cents per kilowatt-hour
08,2023,OK,0.0,cents per kilowatt-hour
08,2023,OR,13.02,cents per kilowatt-hour
08,2023,OR,11.4,cents per kilowatt-hour
08,2023,PA,17.89,cents per kilowatt-hour
08,2023,PA,11.02,cents per kilowatt-hour
08,2023,RI,25.54,cents per kilowatt-hour
08,2023,RI,16.75,cents per kilowatt-hour
08,2023,SC,13.41,cents per kilowatt-hour
08,2023,SC,0.0,cents per kilowatt-hour
10,2023,VA,9.98,cents per kilowatt-hour
10,2023,WA,11.33,cents per kilowatt-hour
10,2023,WA,10.12,cents per kilowatt-hour
10,2023,WV,15.05,cents per kilowatt-hour
10,2023,WV,0.0,cents per kilowatt-hour
10,2023,WI,17.14,cents per kilowatt-hour
10,2023,WI,21.34,cents per kilowatt-hour
06,2023,LA,11.25,cents per kilowatt-hour
06,2023,LA,11.28,cents per kilowatt-hour
12,2023,AZ,14.42,cents per kilowatt-hour
12,2023,AZ,9.63,cents per kilowatt-hour
12,2023,AR,11.54,cents per kilowatt-hour
12,2023,AR,15.18,cents per kilowatt-hour
12,2023,CA,29.12,cents per kilowatt-hour
12,2023,CA,13.09,cents per kilowatt-hour
12,2023,CO,14.18,cents per kilowatt-hour
12,2023,CO,12.39,cents per kilowatt-hour
12,2023,CT,26.89,cents per kilowatt-hour
12,2023,CT,19.57,cents per kilowatt-hour
12,2023,DE,16.3,cents per kilowatt-hour
12,2023,DE,0.0,cents per kilowatt-hour
12,2023,DC,17.82,cents per kilowatt-hour
12,2023,DC,10.57,cents per kilowatt-hour
12,2023,FL,15.2,cents per kilowatt-hour
12,2023,FL,11.31,cents per kilowatt-hour
12,2023,GA,12.72,cents per kilowatt-hour
12,2023,GA,6.2,cents per kilowatt-hour
12,2023,HI,41.6,cents per kilowatt-hour
03,2023,TX,7.28,cents per kilowatt-hour
03,2023,UT,10.86,cents per kilowatt-hour
03,2023,UT,12.21,cents per kilowatt-hour
03,2023,VT,20.38,cents per kilowatt-hour
03,2023,VT,0.0,cents per kilowatt-hour
03,2023,VA,14.67,cents per kilowatt-hour
03,2023,VA,11.06,cents per kilowatt-hour
03,2023,WA,10.79,cents per kilowatt-hour
03,2023,WA,10.65,cents per kilowatt-hour
03,2023,WV,14.23,cents per kilowatt-hour
03,2023,WV,0.0,cents per kilowatt-hour
03,2023,WI,16.47,cents per kilowatt-hour
03,2023,WI,16.2,cents per kilowatt-hour
03,2023,WY,10.68,cents per kilowatt-hour
03,2023,WY,0.0,cents per kilowatt-hour
03,2023,NEW,31.25,cents per kilowatt-hour
03,2023,NEW,14.92,cents per kilowatt-hour
03,2023,MAT,19.09,cents per kilowatt-hour
03,2023,MAT,13.57,cents per kilowatt-hour
03,2023,ENC,16.45,cents per kilowatt-hour
03,2023,ENC,7.33,cents per kilowatt-hour
10,2023,NE,11.67,cents per kilowatt-hour
10,2023,NE,0.0,cents per kilowatt-hour
10,2023,NV,14.63,cents per kilowatt-hour
10,2023,NV,12.48,cents per kilowatt-hour
10,2023,NH,25.49,cents per kilowatt-hour
10,2023,NH,0.0,cents per kilowatt-hour
10,2023,NJ,17.46,cents per kilowatt-hour
10,2023,NJ,11.2,cents per kilowatt-hour
10,2023,NM,14.12,cents per kilowatt-hour
10,2023,NM,0.0,cents per kilowatt-hour
10,2023,NY,21.99,cents per kilowatt-hour
10,2023,NY,15.26,cents per kilowatt-hour
10,2023,NC,14.4,cents per kilowatt-hour
10,2023,NC,10.14,cents per kilowatt-hour
10,2023,ND,11.71,cents per kilowatt-hour
10,2023,ND,0.0,cents per kilowatt-hour
05,2023,AL,14.55,cents per kilowatt-hour
05,2023,AL,0.0,cents per kilowatt-hour
05,2023,AK,24.91,cents per kilowatt-hour
05,2023,AK,0.0,cents per kilowatt-hour
02,2023,DC,15.7,cents per kilowatt-hour
02,2023,DC,10.47,cents per kilowatt-hour
02,2023,FL,15.82,cents per kilowatt-hour
02,2023,FL,10.35,cents per kilowatt-hour
02,2023,GA,13.53,cents per kilowatt-hour
05,2023,SC,13.98,cents per kilowatt-hour
05,2023,SC,0.0,cents per kilowatt-hour
05,2023,SD,13.18,cents per kilowatt-hour
05,2023,SD,0.0,cents per kilowatt-hour
03,2023,WNC,12.12,cents per kilowatt-hour
03,2023,WNC,10.31,cents per kilowatt-hour
03,2023,SAT,14.2,cents per kilowatt-hour
03,2023,SAT,10.11,cents per kilowatt-hour
03,2023,ESC,13.17,cents per kilowatt-hour
03,2023,ESC,0.0,cents per kilowatt-hour
03,2023,WSC,13.75,cents per kilowatt-hour
03,2023,WSC,7.51,cents per kilowatt-hour
07,2023,MD,16.02,cents per kilowatt-hour
07,2023,MD,11.1,cents per kilowatt-hour
07,2023,MA,27.43,cents per kilowatt-hour
07,2023,MA,6.62,cents per kilowatt-hour
07,2023,MI,19.43,cents per kilowatt-hour
07,2023,MI,14.05,cents per kilowatt-hour
07,2023,MN,15.6,cents per kilowatt-hour
07,2023,MN,13.49,cents per kilowatt-hour
07,2023,MS,12.82,cents per kilowatt-hour
07,2023,MS,0.0,cents per kilowatt-hour
10,2023,OH,15.89,cents per kilowatt-hour
10,2023,OH,6.72,cents per kilowatt-hour
11,2023,WV,14.42,cents per kilowatt-hour
11,2023,WV,0.0,cents per kilowatt-hour
11,2023,WI,16.85,cents per kilowatt-hour
11,2023,WI,15.74,cents per kilowatt-hour
11,2023,WY,11.59,cents per kilowatt-hour
11,2023,WY,0.0,cents per kilowatt-hour
11,2023,NEW,27.47,cents per kilowatt-hour
11,2023,NEW,10.68,cents per kilowatt-hour
11,2023,MAT,19.76,cents per kilowatt-hour
02,2023,GA,5.92,cents per kilowatt-hour
02,2023,HI,44.24,cents per kilowatt-hour
02,2023,HI,0.0,cents per kilowatt-hour
02,2023,ID,10.19,cents per kilowatt-hour
02,2023,ID,0.0,cents per kilowatt-hour
08,2023,WNC,14.21,cents per kilowatt-hour
08,2023,WNC,12.64,cents per kilowatt-hour
08,2023,SAT,14.28,cents per kilowatt-hour
08,2023,SAT,10.53,cents per kilowatt-hour
08,2023,ESC,12.79,cents per kilowatt-hour
08,2023,ESC,0.0,cents per kilowatt-hour
08,2023,WSC,13.56,cents per kilowatt-hour
08,2023,WSC,7.01,cents per kilowatt-hour
08,2023,MTN,13.92,cents per kilowatt-hour
08,2023,MTN,13.11,cents per kilowatt-hour
08,2023,PACC,24.22,cents per kilowatt-hour
08,2023,PACC,13.51,cents per kilowatt-hour
08,2023,PACN,34.22,cents per kilowatt-hour
08,2023,PACN,0.0,cents per kilowatt-hour
08,2023,US,15.91,cents per kilowatt-hour
10,2023,AR,12.73,cents per kilowatt-hour
10,2023,AR,13.2,cents per kilowatt-hour
10,2023,CA,31.78,cents per kilowatt-hour
10,2023,CA,14.92,cents per kilowatt-hour
09,2023,RI,17.44,cents per kilowatt-hour
09,2023,SC,14.04,cents per kilowatt-hour
09,2023,SC,0.0,cents per kilowatt-hour
09,2023,SD,13.24,cents per kilowatt-hour
09,2023,SD,0.0,cents per kilowatt-hour
09,2023,TN,11.78,cents per kilowatt-hour
09,2023,TN,0.0,cents per kilowatt-hour
09,2023,TX,14.68,cents per kilowatt-hour
09,2023,TX,7.49,cents per kilowatt-hour
09,2023,UT,11.85,cents per kilowatt-hour
09,2023,UT,12.33,cents per kilowatt-hour
09,2023,VT,21.21,cents per kilowatt-hour
09,2023,VT,0.0,cents per kilowatt-hour
09,2023,VA,14.69,cents per kilowatt-hour
09,2023,VA,9.02,cents per kilowatt-hour
09,2023,WA,11.38,cents per kilowatt-hour
01,2023,TN,12.04,cents per kilowatt-hour
01,2023,TN,0.0,cents per kilowatt-hour
01,2023,TX,14.36,cents per kilowatt-hour
01,2023,TX,7.09,cents per kilowatt-hour
01,2023,UT,10.65,cents per kilowatt-hour
01,2023,UT,12.41,cents per kilowatt-hour
01,2023,VT,19.96,cents per kilowatt-hour
01,2023,VT,0.0,cents per kilowatt-hour
01,2023,VA,13.96,cents per kilowatt-hour
01,2023,VA,12.21,cents per kilowatt-hour
01,2023,WA,10.49,cents per kilowatt-hour
01,2023,WA,10.06,cents per kilowatt-hour
08,2023,NEW,27.11,cents per kilowatt-hour
08,2023,NEW,13.43,cents per kilowatt-hour
08,2023,MAT,19.74,cents per kilowatt-hour
08,2023,MAT,15.18,cents per kilowatt-hour
08,2023,ENC,15.72,cents per kilowatt-hour
08,2023,ENC,6.79,cents per kilowatt-hour
02,2023,UT,10.79,cents per kilowatt-hour
02,2023,UT,12.41,cents per kilowatt-hour
02,2023,VT,20.28,cents per kilowatt-hour
02,2023,VT,0.0,cents per kilowatt-hour
02,2023,VA,14.32,cents per kilowatt-hour
02,2023,VA,11.32,cents per kilowatt-hour
08,2023,US,13.26,cents per kilowatt-hour
09,2023,AL,14.89,cents per kilowatt-hour
09,2023,AL,0.0,cents per kilowatt-hour
03,2023,DC,16.06,cents per kilowatt-hour
03,2023,DC,10.76,cents per kilowatt-hour
03,2023,FL,14.65,cents per kilowatt-hour
03,2023,FL,11.66,cents per kilowatt-hour
03,2023,GA,13.49,cents per kilowatt-hour
03,2023,GA,6.29,cents per kilowatt-hour
03,2023,HI,44.06,cents per kilowatt-hour
03,2023,HI,0.0,cents per kilowatt-hour
03,2023,ID,10.03,cents per kilowatt-hour
03,2023,ID,0.0,cents per kilowatt-hour
03,2023,IL,17.38,cents per kilowatt-hour
03,2023,IL,6.87,cents per kilowatt-hour
03,2023,IN,16.02,cents per kilowatt-hour
03,2023,IN,13.1,cents per kilowatt-hour
03,2023,IA,11.99,cents per kilowatt-hour
03,2023,IA,0.0,cents per kilowatt-hour
03,2023,KS,13.72,cents per kilowatt-hour
03,2023,KS,0.0,cents per kilowatt-hour
03,2023,KY,12.28,cents per kilowatt-hour
09,2023,WA,10.02,cents per kilowatt-hour
04,2023,AR,12.36,cents per kilowatt-hour
04,2023,AR,15.83,cents per kilowatt-hour
04,2023,CA,29.7,cents per kilowatt-hour
04,2023,CA,11.51,cents per kilowatt-hour
04,2023,CO,13.53,cents per kilowatt-hour
04,2023,CO,12.4,cents per kilowatt-hour
04,2023,CT,34.48,cents per kilowatt-hour
04,2023,CT,17.33,cents per kilowatt-hour
04,2023,DE,15.47,cents per kilowatt-hour
04,2023,DE,0.0,cents per kilowatt-hour
04,2023,DC,15.3,cents per kilowatt-hour
04,2023,DC,9.86,cents per kilowatt-hour
04,2023,FL,15.72,cents per kilowatt-hour
04,2023,FL,12.24,cents per kilowatt-hour
04,2023,GA,13.25,cents per kilowatt-hour
04,2023,GA,5.82,cents per kilowatt-hour
